genome.acc	system	system.number	seqid	system.subtype	genome	domain	phylum	class	order	family	genus	species
GCA_001316165.1	cas	5	BBCU01000002.1	cas_type_other	GCA_001316165	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
GCA_001316185.1	HEC-06	2	BBCV01000002.1	HEC-06	GCA_001316185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnobius	s__Natronolimnobius baerhuensis
GCA_001316185.1	PD-T4-6	4	BBCV01000004.1	PD-T4-6	GCA_001316185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnobius	s__Natronolimnobius baerhuensis
GCA_001316185.1	PDC-S70	3	BBCV01000002.1	PDC-S70	GCA_001316185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnobius	s__Natronolimnobius baerhuensis
GCA_001316185.1	PDC-S70	5	BBCV01000047.1	PDC-S70	GCA_001316185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnobius	s__Natronolimnobius baerhuensis
GCA_001316185.1	PDC-S70	6	BBCV01000066.1	PDC-S70	GCA_001316185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnobius	s__Natronolimnobius baerhuensis
GCA_001316185.1	PDC-S70	7	BBCV01000077.1	PDC-S70	GCA_001316185	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnobius	s__Natronolimnobius baerhuensis
GCA_001316205.1	PDC-S01	1	BBCW01000008.1	PDC-S01	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	PDC-S05	6	BBCW01000016.1	PDC-S05	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	PDC-S09	11	BBCW01000073.1	PDC-S09	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	PDC-S09	12	BBCW01000078.1	PDC-S09	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	RM	2	BBCW01000011.1	RM_type_IV	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	SoFic	9	BBCW01000049.1	SoFic	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	cas	13	BBCW01000117.1	cas_adaptation	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	cas	4	BBCW01000015.1	cas_type_other	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	cas	7	BBCW01000036.1	cas_type_I-B1	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316205.1	cas	8	BBCW01000036.1	cas_type_other	GCA_001316205	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina horonobensis
GCA_001316225.1	PD-T7-4	2	BBDK01000035.1	PD-T7-4	GCA_001316225	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001316225.1	cas	1	BBDK01000034.1	cas_type_other	GCA_001316225	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001316245.1	RM	4	BBDM01000015.1	RM_type_II	GCA_001316245	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316245
GCA_001316245.1	cas	1	BBDM01000004.1	cas_type_other	GCA_001316245	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316245
GCA_001316245.1	cas	2	BBDM01000007.1	cas_type_I-A	GCA_001316245	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316245
GCA_001316245.1	cas	3	BBDM01000013.1	cas_type_other	GCA_001316245	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316245
GCA_001316265.1	PD-T4-6	1	BBDN01000001.1	PD-T4-6	GCA_001316265	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316265
GCA_001316265.1	cas	2	BBDN01000002.1	cas_adaptation	GCA_001316265	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316265
GCA_001316265.1	cas	3	BBDN01000002.1	cas_type_other	GCA_001316265	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316265
GCA_001316285.1	cas	1	BBDO01000002.1	cas_adaptation	GCA_001316285	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316285
GCA_001316285.1	cas	2	BBDO01000002.1	cas_type_I-A	GCA_001316285	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316285
GCA_001316285.1	cas	3	BBDO01000002.1	cas_type_other	GCA_001316285	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta sp001316285
GCA_001316305.1	PDC-S09	10	BBEF01000057.1	PDC-S09	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	PDC-S09	2	BBEF01000002.1	PDC-S09	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	PDC-S09	8	BBEF01000032.1	PDC-S09	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	RM	6	BBEF01000022.1	RM_type_I	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	SEFIR	5	BBEF01000019.1	SEFIR	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	cas	12	BBEF01000112.1	cas_type_I-E	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	cas	13	BBEF01000112.1	cas_type_other	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	cas	14	BBEF01000114.1	cas_type_other	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	cas	3	BBEF01000007.1	cas_type_III-B	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	cas	4	BBEF01000007.1	cas_type_other	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316305.1	cbass	9	BBEF01000032.1	cbass_type_I	GCA_001316305	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri
GCA_001316325.1	PDC-M19	7	BBES01000030.1	PDC-M19	GCA_001316325	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001316325.1	PDC-S05	5	BBES01000018.1	PDC-S05	GCA_001316325	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001316325.1	PDC-S10	4	BBES01000012.1	PDC-S10	GCA_001316325	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001316325.1	SoFic	2	BBES01000004.1	SoFic	GCA_001316325	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001316325.1	cas	8	BBES01000054.1	cas_type_other	GCA_001316325	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001316325.1	cas	9	BBES01000056.1	cas_adaptation	GCA_001316325	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001317315.1	AbiE	20	LKCM01000137.1	AbiE	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	AbiE	9	LKCM01000078.1	AbiE	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	AbiL	45	LKCM01000335.1	AbiL	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	HEC-05	18	LKCM01000128.1	HEC-05	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S01	11	LKCM01000094.1	PDC-S01	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S01	19	LKCM01000128.1	PDC-S01	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S01	3	LKCM01000046.1	PDC-S01	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S01	36	LKCM01000241.1	PDC-S01	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S01	42	LKCM01000313.1	PDC-S01	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S01	52	LKCM01000494.1	PDC-S01	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S02	16	LKCM01000125.1	PDC-S02	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S02	26	LKCM01000166.1	PDC-S02	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S02	37	LKCM01000253.1	PDC-S02	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S02	39	LKCM01000267.1	PDC-S02	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S09	22	LKCM01000144.1	PDC-S09	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S09	28	LKCM01000173.1	PDC-S09	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S09	4	LKCM01000051.1	PDC-S09	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S09	50	LKCM01000454.1	PDC-S09	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S09	53	LKCM01000507.1	PDC-S09	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S13	40	LKCM01000267.1	PDC-S13	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S13	41	LKCM01000289.1	PDC-S13	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S13	51	LKCM01000474.1	PDC-S13	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S13	7	LKCM01000070.1	PDC-S13	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S27	2	LKCM01000036.1	PDC-S27	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S27	24	LKCM01000155.1	PDC-S27	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S27	46	LKCM01000339.1	PDC-S27	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S27	48	LKCM01000386.1	PDC-S27	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S27	8	LKCM01000070.1	PDC-S27	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S44	23	LKCM01000154.1	PDC-S44	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S68	13	LKCM01000102.1	PDC-S68	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S70	12	LKCM01000099.1	PDC-S70	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S70	29	LKCM01000186.1	PDC-S70	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S70	30	LKCM01000186.1	PDC-S70	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S70	31	LKCM01000199.1	PDC-S70	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S70	33	LKCM01000223.1	PDC-S70	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S70	35	LKCM01000236.1	PDC-S70	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S70	43	LKCM01000313.1	PDC-S70	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	PDC-S70	49	LKCM01000388.1	PDC-S70	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	RM	14	LKCM01000118.1	RM_type_I	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	SoFic	32	LKCM01000216.1	SoFic	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	SoFic	44	LKCM01000328.1	SoFic	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	cas	27	LKCM01000167.1	cas_type_other	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	cas	34	LKCM01000235.1	cas_type_I-B1	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	kiwa	15	LKCM01000118.1	kiwa	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317315.1	wadjet	6	LKCM01000061.1	wadjet_other	GCA_001317315	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp002487355
GCA_001317345.1	PDC-S01	1	JXCG01000003.1	PDC-S01	GCA_001317345	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_A	s__Thermococcus_A sp001317345
GCA_001317345.1	cas	2	JXCG01000014.1	cas_adaptation	GCA_001317345	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_A	s__Thermococcus_A sp001317345
GCA_001368915.1	AVAST	4	CSTE01000002.1	AVAST_type_II	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001368915.1	PDC-M50	1	CSTE01000001.1	PDC-M50	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001368915.1	PDC-S58	9	CSTE01000005.1	PDC-S58	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001368915.1	RM	2	CSTE01000001.1	RM_type_I	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001368915.1	RM	6	CSTE01000002.1	RM_type_II	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001368915.1	RM	7	CSTE01000002.1	RM_type_II	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001368915.1	SoFic	3	CSTE01000001.1	SoFic	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001368915.1	cas	10	CSTE01000005.1	cas_type_I-B1	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001368915.1	pycsar	11	CSTE01000008.1	pycsar_unknown	GCA_001368915	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax massiliensis
GCA_001399695.1	PD-T7-4	1	LJCQ01000019.1	PD-T7-4	GCA_001399695	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001399695.1	PDC-S01	7	LJCQ01000208.1	PDC-S01	GCA_001399695	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001399695.1	PDC-S01	8	LJCQ01000208.1	PDC-S01	GCA_001399695	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001399695.1	PDC-S37	6	LJCQ01000169.1	PDC-S37	GCA_001399695	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001399695.1	RM	2	LJCQ01000131.1	RM_type_II	GCA_001399695	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001399695.1	cas	4	LJCQ01000153.1	cas_type_I-D	GCA_001399695	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001399795.1	PDC-M05	1	LIHK01000004.1	PDC-M05	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399795.1	PDC-S09	5	LIHK01000010.1	PDC-S09	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399795.1	PDC-S18	12	LIHK01000053.1	PDC-S18	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399795.1	PDC-S45	11	LIHK01000042.1	PDC-S45	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399795.1	PDC-S70	7	LIHK01000024.1	PDC-S70	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399795.1	PDC-S70	9	LIHK01000031.1	PDC-S70	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399795.1	RM	13	LIHK01000055.1	RM_type_II	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399795.1	SoFic	4	LIHK01000007.1	SoFic	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399795.1	cas	8	LIHK01000027.1	cas_type_other	GCA_001399795	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA2	s__BA2 sp001399795
GCA_001399805.1	PDC-S70	1	LIHJ01000006.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
